x,y,z,arm_id,j1,j2
0.24999858900528096,0.2299895538253321,0.19999918956461482,1,18.229545295990583,-57.618216120339035
0.24974583810123752,0.2299851956872812,0.19999804419256198,1,18.1722495164775,-57.62655654550881
0.24898800820819766,0.22997040517828865,0.19999477054667864,1,18.000362177938253,-57.651577821018186
0.24772638774009603,0.2299400425738349,0.19998985618251747,1,17.71388328037284,-57.69327994686712
0.24595999662155643,0.2298752490333874,0.19998444153820244,1,17.31281826091666,-57.752976064896274
0.24368202310041476,0.22972964742054452,0.19998097858288355,1,16.797180184751415,-57.83501953783985
0.2408892576277011,0.22945594808394415,0.19998211902589286,1,16.16697578277528,-57.9431865321649
0.23758332402929802,0.22900789486419948,0.19998769059621455,1,15.422205142173954,-58.07954648746841
0.23376444316532685,0.22831423707283047,0.19999314196655565,1,14.562873798764503,-58.24663874272536
0.2294361316891325,0.22728704115996157,0.19999240113129818,1,13.58898869514871,-58.44710442620292
0.2246124103741689,0.22584271678977852,0.19999917251084032,1,12.500561465044209,-58.68761767831713
0.21931099163806783,0.22386475573679665,0.20002220904514445,1,11.297608982949827,-58.97481732854378
0.21355535239597628,0.2211886321191457,0.19999525320339062,1,9.980115357438555,-59.29490610969403
0.20788305337466592,0.21799469558738163,0.19999031963721334,1,8.66228438001924,-59.63801700727416
0.20279821202205675,0.2145900903071229,0.200024158649448,1,7.4591112948805,-59.97565302731737
0.198285239188612,0.21101087552845998,0.19999071753048153,1,6.370561657739898,-60.27567030739714
0.19433960014383456,0.20743154662330177,0.19998374751069903,1,5.396503793493016,-60.55599374599004
0.19093968957454555,0.20392529530826,0.19998566664991263,1,4.53706951816612,-60.809959964599784
0.18806264841994852,0.20057750850237985,0.1999809014229066,1,3.792312696051155,-61.0311448882771
0.18566466089659078,0.197511223299315,0.19998106868450066,1,3.155999150776172,-61.222732948765696
0.18363748032345686,0.19464135352837472,0.1999842155494581,1,2.6057950338268943,-61.40481157343523
0.18196908019130292,0.19205219367889106,0.199987769628942,1,2.142991102686697,-61.57422413081515
0.1805327947645003,0.18961794370512014,0.19998849648345535,1,1.7362533684814254,-61.73760437135129
0.1788779646812192,0.18656808243089132,0.19997661985339116,1,1.2560922312201201,-61.92499464240634
0.17728980659344898,0.18330708270278614,0.19996426328264844,1,0.781726753161937,-62.107896863124495
0.17611038407923324,0.18053693825120287,0.19997114837870242,1,0.41925038960582867,-62.25533532765905
0.17531158059965662,0.1776870307478896,0.19995172225427382,1,0.16833832199466944,-62.38635157386188
0.1748794859643238,0.17464703372872745,0.19990354106076902,1,0.02950693831905389,-62.50392846449546
0.17478952189706473,0.17144338748413343,0.1998317206341907,1,0.0,-62.60586821447933
0.17478949474870653,0.16760240803090798,0.1997568202681761,1,0.0,-62.71071397685975
0.1747894625753926,0.16287852225661148,0.19968935663379617,1,0.0,-62.816273494250964
0.17478942549734292,0.1571753957783162,0.1996397610481686,1,0.0,-62.909033693773374
0.1747893857086713,0.1507078149516738,0.19962457610587875,1,0.0,-62.97076769991951
0.17478935068270635,0.14467670494306245,0.19965016875656075,1,0.0,-62.9896308668421
0.1747893209791988,0.13927263808659515,0.19970322114282646,1,0.0,-62.97627955260343
0.1747892964821543,0.13455967135115932,0.19976059715912967,1,0.0,-62.93882281060028
0.17478927708885295,0.13067245495521207,0.19982652920812372,1,0.0,-62.89306981458334
0.17478926271285547,0.1277396341837845,0.19990477731930362,1,0.0,-62.85474203618341
0.17490265346417116,0.12528164651076426,0.19994630918599887,1,0.05186475983375026,-62.8072856335091
0.17525663458298602,0.12276238500354565,0.1999100639858769,1,0.21817594268846568,-62.72760996385468
0.1758373112626121,0.1203571317435079,0.19987796599685015,1,0.49910832567607494,-62.6446255717617
0.17663494459984913,0.11827601865669096,0.19991706621756639,1,0.8946432053250949,-62.58591994270859
0.17763159879922272,0.11603103537282558,0.19996766985992726,1,1.404796221972731,-62.5185725677712
0.1788102221231983,0.1136477806132134,0.19997174835918025,1,2.029587634096112,-62.425624703475144
0.1801525954268978,0.11113919766495278,0.1999654224195658,1,2.7689990403352662,-62.3170828936865
0.1816427498634569,0.10856299986937809,0.19998347153515914,1,3.623028879168173,-62.20465126461054
0.18326826558291648,0.10598657565500563,0.20000361395770472,1,4.591669074620851,-62.08489971979867
0.18501952598026744,0.1034606358166418,0.20001208830269224,1,5.674721742413717,-61.95703572188043
0.1868841711658501,0.10096760075697613,0.20000423068808654,1,6.872304523811291,-61.81970640252875
0.1888536249343758,0.09851878258791241,0.19999382236518284,1,8.184485059054053,-61.678243519800944
0.19092647443776262,0.09615414008447126,0.19999198067707236,1,9.611262687738357,-61.53919770912283
0.19309813753169866,0.09386699267553533,0.19999597081759968,1,11.15263577336909,-61.40437858217067
0.1953675435642287,0.09165943246176328,0.20000111269713472,1,12.8086014018731,-61.27490425363703
0.19773616026457447,0.08953275381955886,0.2000019179024775,1,14.579155865377224,-61.1518269714662
0.20020586328821746,0.08747952873803745,0.19999788163623902,1,16.464294738962927,-61.03652703369054
0.20278655903606588,0.08551019192393616,0.19999014118681813,1,18.464015357233585,-60.93215473580695
0.20548885384080506,0.08362295422171537,0.1999905883325603,1,20.578317385780565,-60.84392673349544
0.20824650381917342,0.08185888822509046,0.19999388021440095,1,22.745338731115105,-60.773835426916186
0.21090767435053182,0.08030585115864167,0.1999961069533493,1,24.830685426824786,-60.724477062613275
0.21359036589893957,0.07886658459148752,0.2000003079390129,1,26.91772070014658,-60.69152522964076
0.21637703752998028,0.07749947060845797,0.20000303870495859,1,29.056199357374407,-60.6738427865346
0.21937956318718516,0.07617345319345395,0.1999968430041488,1,31.309166802561816,-60.6701191743243
0.22260402333136542,0.07492609538142832,0.19993549284372564,1,33.64725833464573,-60.6537922628682
0.22583773611694963,0.07383227069729087,0.1998881392222676,1,35.898616375923226,-60.64154601319901
0.22904736712634388,0.0728785467184925,0.19995458938235708,1,38.035375488598326,-60.66614676400475
0.23225795048618963,0.07207151742580628,0.19998883688971492,1,40.057526142781434,-60.71289653995169
0.23547747216655815,0.07139993717324271,0.1999890157966956,1,41.96509875418757,-60.78040750071438
0.23872122694472447,0.07086594026148789,0.19999095095741876,1,43.75808664106376,-60.87276988960996
0.24200295043063436,0.07047262436662241,0.19999249742583106,1,45.43649137611401,-60.98541692555593
0.24531687330742727,0.07020732793461029,0.199993547792699,1,47.000329860882864,-61.11368530017285
0.24867095588389548,0.0700754347168626,0.1999920716036676,1,48.4495749102345,-61.25435136200894
0.2520820812505317,0.07009217225393875,0.19999321229194392,1,49.784220112473974,-61.40727795680897
0.2555363910234166,0.07024848640429525,0.19999336360200293,1,51.00437720849702,-61.567716307325284
0.2590482175379247,0.07056265158527317,0.19998135850517157,1,52.109997842267774,-61.731584073881216
0.2626441090930334,0.0710630480735549,0.19998594226618646,1,53.101072610994486,-61.9063096257305
0.26630479796214523,0.07174507161485401,0.19999302840417688,1,53.977533825215254,-62.08434142787074
0.27003084783151476,0.07262293596527107,0.19998926156206565,1,54.739259546929134,-62.259941404996034
0.2737642421812119,0.07367235624419054,0.199990079644464,1,55.386390345392975,-62.4317566452475
0.2775689064364305,0.07495725061334882,0.19998395451236411,1,55.919065702843504,-62.59858133882539
0.28143955599995835,0.07649559615344542,0.1999876519531051,1,56.336895357195,-62.76225709625079
0.2853201069657003,0.07827357207423058,0.19999596365932093,1,56.640035146878866,-62.91631601233847
0.2891539059615539,0.08027897475891344,0.19999008438606272,1,56.82933397994276,-63.05169785590341
0.2931444789257865,0.08267482703422796,0.19998557178738724,1,56.90443595567966,-63.17815237423494
0.2970254444067354,0.08531837500644847,0.19999137267659609,1,56.86546673247924,-63.286178015736375
0.30075863297390837,0.08821552755909076,0.19999049463562427,1,56.71332770704673,-63.369358702068574
0.30456416350054605,0.09154590183193065,0.1999825485183118,1,56.448083811075406,-63.429075536192656
0.30828269290050303,0.09524633393258257,0.19998250338855375,1,56.068853767168804,-63.464665753575964
0.31187053474245124,0.09932990259912444,0.19998365295663412,1,55.57506278307558,-63.47098222717099
0.3153031448872487,0.1038226027445311,0.19999196367171893,1,54.96661021201832,-63.44673069522059
0.31848622721875025,0.10870174599762789,0.19999891672535497,1,54.243509915595084,-63.38766416134613
0.3214099743705487,0.11400333953849762,0.19999603390087128,1,53.405775248211846,-63.28915596619791
0.32402477950890873,0.119735552609542,0.19999491994627966,1,52.453412827522236,-63.15222019205019
0.32625196393555983,0.12588240808067166,0.19999240890515402,1,51.38642739025048,-62.97483009198826
0.32802448924820066,0.13243244317160388,0.199988988622752,1,50.20482286857377,-62.756479372744174
0.32925798489002134,0.1393541975436071,0.1999957623109933,1,48.90860145657429,-62.50140728249068
0.3299192767681545,0.1466540353796641,0.1999873202317909,1,47.49777173514844,-62.20086711312671
0.32986152627436904,0.15422745887259595,0.1999989261090444,1,45.972332300444364,-61.871847444326754
0.32907025821493735,0.16207917626830814,0.20000093494714072,1,44.3322858357509,-61.505103466565075
0.3274233160328311,0.17009682333906634,0.19998973182670352,1,42.57763964676485,-61.107737858954046
0.3248477659489423,0.17819516959232598,0.20000138734733797,1,40.70839676450913,-60.69754496052372
0.32128077510645514,0.18627754783681127,0.20000303475736428,1,38.72473057646558,-60.2723240721205
0.3169374520333624,0.19378059578456897,0.200001641616324,1,36.745646717992265,-59.868167408166265
0.3121769834683313,0.2003045912439388,0.2000017964956191,1,34.87860822936899,-59.52414772739489
0.3071805471806724,0.20592049792028047,0.200000614683923,1,33.12630559339155,-59.26364121341887
0.30208287849326126,0.2106945828696456,0.20000293183908546,1,31.488681639460655,-59.08875214977782
0.2969607527111893,0.21472927585302257,0.200007300563335,1,29.95422188733919,-58.97312770016341
0.2916700483976754,0.21822086681732875,0.20008203902576435,1,28.459375590772066,-58.916048585947465
0.28656300266390317,0.22112690737203006,0.19998180970437235,1,27.074055741119324,-58.835855364574606
0.28169304292398784,0.2234464666456228,0.19996544439728603,1,25.803338016993315,-58.8106590630949
0.2771178615059999,0.22524956226154536,0.19994353600346626,1,24.647194565103153,-58.81043337091773
0.2729127441232985,0.22666914238118133,0.19993624246588526,1,23.605578986497456,-58.82909040515798
0.26910118680670814,0.22774470502034622,0.19995875723197853,1,22.678493834424675,-58.86883033820523
0.2656723083980385,0.228438391942954,0.19998765453341294,1,21.866014987456417,-58.92883404978008
0.2627063916919757,0.22894519579272182,0.19999737105205262,1,21.168163690427864,-58.981255958864956
0.2602145477871448,0.2293058472661798,0.19999689646655672,1,20.58489130709738,-59.02612493090661
0.25820024526133156,0.229541831899641,0.1999958544741088,1,20.116216318906517,-59.06556591857405
0.25667286384133153,0.22969062074581004,0.19999492382288983,1,19.76214507067482,-59.09712051603744
0.25563992908096955,0.2297842967363595,0.19999454546629372,1,19.522670214587812,-59.11857579047571
0.25510144111916433,0.22983128667100974,0.19999444309028153,1,19.397786917526982,-59.12976446161629
0.2550155072513588,0.22983866851236567,0.1999944327733243,1,19.37785494100496,-59.131550227493186
